,name,price,deal,shop,loc
166,【当天发】Huawei/华为 nova 7 5G手机nowa8官方mate40pro直降P40旗舰店mate30官网7se畅享20plus荣耀10正品,3049.00元,3477人付款,京合旗舰店,安徽 合肥
167,领券立减[24期分期】华为honor/荣耀 荣耀30S 5G手机官方旗舰店v30pro正品9x官网直降nova7新品5gnova7se,2399.00元,527人付款,京合旗舰店,安徽 合肥
168,【双11返场抢购1339元起】华为HONOR荣耀9X 手机麒麟810系列10x官方旗舰店畅享30s直降9xpro青春荣耀青春版20,1339.00元,1011人付款,三际数码官方旗舰店,山东 济南
169,咨询优惠100/现货发 Huawei/华为 畅享20 Pro 5G手机官方旗舰店正品nova7畅想10plus新品mate40直降荣耀9x10,1999.00元,63人付款,三际数码官方旗舰店,山东 济南
170,【领劵50+送好礼】Huawei/华为 畅享10 畅想10plus手机官方正品9plus直降P30pro荣耀5g全网通千元机旗舰店,1149.00元,2066人付款,深蓝港数码旗舰店,广东 深圳
171,可减650元24期分期 Huawei/华为 P40 pro手机5G全网通官方旗舰店正品直降新款免息mate30pro荣耀p40pro5g,5988.00元,444人付款,机御旗舰店,广东 深圳
172,领券减钱+送手环/华为HONOR 荣耀30S 5G手机全网通官方旗舰华为x10荣耀30pro9x4pro荣耀30s直降,2319.00元,438人付款,机御旗舰店,广东 深圳
173,【畅销爆款】Huawei/华为 nova5i 自拍极点全面屏2400万AI四摄超大广角超级夜景AI拍照,1599.00元,288人付款,苏宁易购官方旗舰店,江苏 南京
174,【新品上市】华为/HUAWEI Mate 30E Pro 5G 麒麟990E 5G SoC芯片超感光徕卡电影影像官方旗舰店,5299.00元,319人付款,苏宁易购官方旗舰店,江苏 南京
175,当天发【送好礼】Huawei/华为 畅享20 plus 5G手机官方旗舰店nova7se畅想10plus官网直降5g荣耀p30正品20pro,2299.00元,160人付款,深蓝港数码旗舰店,广东 深圳
176,顺丰速发【咨询好礼】HUAWEI/华为nova5z手机华为正品麒麟处理器智能机全网通官方旗舰店直降5i千元机荣耀9X,1289.00元,1048人付款,创汇通达数码旗舰店,北京
177,【大电池 长续航】Huawei/华为 畅享20 5G手机华为官方旗舰店正品nova7se荣耀30荣耀X10学生P30,1499.00元,1229人付款,京联通达数码旗舰店,北京
178,直降华为honor/荣耀 荣耀play3手机官方旗舰麒麟8核play3e荣耀20i,715.00元,493人付款,一朵花的记忆,广东 深圳
179,新品【咨询减220】华为荣耀X10 Max 7.09英寸大屏5G手机正品官方旗舰店官网巨屏HONOR系列大电池畅享现货直降,1899.00元,256人付款,同迅数码专营店,广东 深圳
180,直降HUAWEI HUAWEI Mate 30 Pro保时捷5g手机华为mate30proxs P40,2528.00元,65人付款,赛西湖,浙江 杭州
181,新品【可减130元】HONOR华为荣耀X10 5G全网通手机大屏官方旗舰店官网正品10X学生30S直降9X新款mate nova7,1899.00元,521人付款,同迅数码专营店,广东 深圳
182,【领劵立减/送充电宝】华为HONOR/荣耀20 青春版华为手机官方旗舰店正品20s新品20/9x直降价10学生30青春,1179.00元,1075人付款,博盛景数码专营店,广东 深圳
183,优惠300【12期免息】HUAWEI/华为Mate 30 Pro 5G版手机官方旗舰店正品nova7新款mate40官网P40pro折叠荣耀p30,5899.00元,147人付款,京联通达数码旗舰店,北京
184,华为20青春版直降 honor/荣耀 荣耀20青春版官方s荣耀V30pro手机,1155.00元,383人付款,一朵花的记忆,广东 深圳
185,新品华为honor/荣耀 荣耀30 5G手机官方旗舰40荣耀30pro+5g华为30,2459.00元,47人付款,中宽通讯行,广东 深圳
186,12期免息【顺丰速发】Huawei/华为 P40 5G版华为官方旗舰华为手机5g正品直降p40p40pro荣耀p30,4488.00元,139人付款,创汇通达数码旗舰店,北京
187,Huawei/华为P40 Pro+ 5G手机p40pro+ 5g官方正品麒麟990华为手机,7988.00元,192人付款,天猫超市,上海
188,12+256G全网通5g手机p40游戏智能安卓学生价便宜适用华为vivo耳机,368.00元,1919人付款,原装正品手机工厂店,广东 深圳
189,【新品上市】Huawei/华为畅享20 5G芯片大电池智能手机学生价Nova7 se官方旗舰店正品 老年人pro 畅享10 plus,1799.00元,172人付款,德胜宝数码专营店,广东 深圳
190,【5G手机 24期分期】Huawei/华为 nova 7 Pro5G手机全网通nova6华为5g手机mate30官网官方旗舰店正品7SEP40,3099.00元,140人付款,小淘器数码专营店,安徽 合肥
191,【现货当天发+送好礼】华为HONOR荣耀Play4T Pro手机麒麟810官方旗舰play3学生4tpor官网正荣耀play4tpro,1189.00元,260人付款,连盛数码专营店,广东 深圳
192,【限时抢购】Huawei/华为nova7 SE5G麒麟 820 5G SoC芯片高清AI四摄智能机华为官方旗舰店,2399.00元,905人付款,华为官方旗舰店,广东 深圳
193,华为p40pro Huawei/华为 P40 5G手机直降官方旗舰p40pro+华为正品,3438.00元,57人付款,友铭数码通讯,上海
194,现货 华为mate40 Huawei/华为 Mate 40 pro+ 手机RS保时捷 P40Pro,7168.00元,20人付款,友铭数码通讯,上海
195,正品256G智能手机P40水滴便宜游戏学生价百元送小米vivo华为耳机,147.00元,569人付款,av8d11,广东 深圳
196,【下单减100元】华为HONOR 荣耀9X PRO手机全网通升降式摄像头9,1499.00元,90人付款,天猫超市,上海
197,P40pro+现货直降Huawei/华为 p40 pro 官方正品5G旗舰手机mate30,3488.00元,173人付款,赛西湖,浙江 杭州
198,【官方正品 全国联保 】Huawei/华为 P30全网通4G智能手机pro官网nova正品V30pro官方旗舰店P30直降,3448.00元,294人付款,卓瓦数码专营店,上海
199,直降100/Huawei/华为 nova 7 SE 5G 活力版 官方旗舰店pro新手机,1998.00元,56人付款,龙通店,广东 深圳
200,华为P40PRO现货 Huawei/华为 P40 p40pro+5G 全网通5G手机 p40pro,3018.00元,203人付款,e酷手机网,北京
201,当天发华为honor/荣耀 荣耀20 pro全网通正品20全面屏智能4g手机,1918.00元,314人付款,康展2008,山东 济南
202,当天发12期分期送礼 Huawei/华为nova5ipro手机官方旗舰nova6新品nova5i直降nova7降价nova6se正品nova6se,1458.00元,139人付款,新信宏数码专营店,广东 深圳
203,【直降400 现货当天发】Huawei/华为 华为畅享10 plus 手机官网官方旗舰店畅想10plus畅享9plus正品降价,1499.00元,8人付款,小淘器数码专营店,安徽 合肥
204,256G索爱F30 Pro全网通4g智能游戏手机快充华为oppo备用机学生价,589.00元,472人付款,原装正品手机工厂店,广东 深圳
205,现货Huawei/华为 Mate 40 pro+5G手机Mate40RS保时捷新品麒麟9000,7799.00元,120人付款,奇异恩典0722,江苏 南京
206,【优惠490元】HUAWEI/华为nova 6 5G全网通正品5g手机麒麟990,3349.00元,682人付款,天猫超市,上海
207,【3099元起 顺丰速发 颜色齐全】Huawei/华为 P30手机官网官方旗舰店正品手机p30pro直降5g全网通mate30,3559.00元,138人付款,旭翼数码专营店,上海
208,现货Huawei/华为Mate40RS保时捷设计典藏版5G手机限量mate40pro+,12988.00元,101人付款,勾右手不弃2014,上海
209,官网Huawei/华为 畅享20 5G 新手机华为官方旗舰店正品畅想20plus,1338.00元,422人付款,龙通店,广东 深圳
210,【包顺丰】Huawei/华为 P20/Pro 徕卡三摄 送豪礼 原装未拆封,1269.00元,849人付款,无忧优店,广东 珠海
211,x10max直降400新品honor/荣耀 荣耀X10 5G手机华为官网正品X10MAX,1388.00元,112人付款,云腾数码商城,河南 郑州
212,新品honor/荣耀 荣耀30 Pro 5G官方旗舰荣耀30pro+5g华为30s手机,2278.00元,237人付款,鲁信数码科技公司,河南 郑州
213,6+128G到手价1499起华为honor/荣耀 荣耀9X手机4G全网通官方旗舰店30s正品play4Tpro30青春pro荣耀9x直降,1499.00元,657人付款,由你购旗舰店,广东 深圳
214,正品华为p40pro Huawei/华为 P40 5G手机直降官方旗舰p40pro+华为,3358.00元,190人付款,yuzunyi0423,北京
215,【24期分期 顺丰速发】Huawei/华为nova 6 SE手机nova5i官方旗舰店nova6se直降mate30正品nova7 pro,1868.00元,852人付款,华为莫问专卖店,浙江 杭州
216,【天猫直送 顺丰速发】Huawei/华为nova 5 Pro手机nova5i正品nova6官方旗舰店7直降mate30 P40,2278.00元,415人付款,华为莫问专卖店,浙江 杭州
217,【6期免息]Huawei/华为 P40 5G全网通手机官方nowa8旗舰店mate40pro官网6se新品nova8直降nova7正品p30荣耀10,4488.00元,1180人付款,京合旗舰店,安徽 合肥
218,【3期免息】华为honor/荣耀 荣耀X10 5G手机荣耀10官方旗舰店9x正品9i降价0青春版直降30s新款p40畅享,1899.00元,914人付款,京合旗舰店,安徽 合肥
219,【抢购低至1569元起】华为HONOR 荣耀Play4T Pro麒麟810芯片play4tpro手机play3官方9x旗舰店por官方旗舰,1569.00元,441人付款,三际数码官方旗舰店,山东 济南
220,减700元现货发24期分期Huawei/华为 P40 pro 5G手机+全网通官方旗舰店正品荣耀P30直降折叠P50 5G新品mate40p,4188.01元,373人付款,三际数码官方旗舰店,山东 济南
221,【到手价1099元】华为荣耀Play3 麒麟710F八核全网通智能手机官方旗舰店学生全新正品,1099.00元,961人付款,苏宁易购官方旗舰店,江苏 南京
222,【享6期分期免息】华为旗下荣耀30青春版新品手机柔滑全速屏超清美拍智能游戏学生5g官方旗舰店,1599.00元,857人付款,荣耀官方旗舰店,广东 深圳
223,【双11返场低至1499元】华为旗下荣耀20青春版手机AMOLED屏幕指纹9官方旗舰店X正品30学生智能拍照,1499.00元,600人付款,荣耀官方旗舰店,广东 深圳
224,【限量疯抢】HUAWEI/华为畅享10S 6+64GB 超广角AI三摄大屏大电池手机官方旗舰店全新正品,1299.00元,390人付款,苏宁易购官方旗舰店,江苏 南京
225,当天发货【加送好礼】Huawei/华为 Nova 7 5G手机官方6系列荣耀p30直降mate30正品p40pro旗舰店nowa全网通8se,3049.00元,1209人付款,深蓝港数码旗舰店,广东 深圳
226,【咨询领券】华为HONOR荣耀V30 Pro系列双模全网通正品5G手机华为官方正品旗舰店降价新品官网款v30pro5g,3329.00元,301人付款,深蓝港数码旗舰店,广东 深圳
227,华为20青春版直降 honor/荣耀 荣耀20青春版官方s荣耀V30pro手机,1155.00元,383人付款,一朵花的记忆,广东 深圳
228,新品【热卖千元机】华为/HUAWEI 畅享10 正品官方旗舰店官网移动联通电信双卡双待全网通智能plus畅想128,1299.00元,306人付款,同迅数码专营店,广东 深圳
229,24期分期选碎屏险Huawei/华为 P30官方旗舰店全网通4G直降全面屏正品变焦麒麟980智能p30pro,3488.00元,151人付款,机御旗舰店,广东 深圳
230,领券可减220元+送手环】华为HONOR荣耀X10 Max大屏5G手机全网通正品华为官方旗舰店10xpro官网直降学生10xmax,1899.00元,269人付款,机御旗舰店,广东 深圳
231,当天发Huawei/华为 nova 7 Pro 5G全面屏曲面官方手机8 Nova5 6SE,1998.00元,169人付款,赛西湖,浙江 杭州
232,【当天发】Huawei/华为 Mate 40 pro 5G手机官网官方旗舰店正品旗舰手机P40pro商务mate40pro+麒麟9000芯片,7899.00元,15人付款,小淘器数码专营店,安徽 合肥
233,honor/荣耀 荣耀30 pro5G旗舰手机华为官方正品荣耀30 pro+直降,2999.00元,235人付款,佳欣共创科技,广东 深圳
234,直降990+现货华为P40Huawei/华为 p40 pro 5G手机P40官方旗舰手机,3538.00元,278人付款,苏苏通讯,广东 深圳
235,现货Huawei/华为 nova 7 5G 全面屏官方正品手机7Pro Nova6SE P40,2999.00元,579人付款,赛西湖,浙江 杭州
236,直降领券咨询可减12期分期Huawei/华为Nova6SE官方旗舰正品nova5ipro手机全网通新款5i非5g荣耀7se,1828.00元,49人付款,新信宏数码专营店,广东 深圳
237,【顺丰速发】 Huawei/华为nova7 Pro 5G版华为曲面屏麒麟985手机华为官方旗舰正品官网7se荣耀30pro,3699.00元,25人付款,亿博鸿信数码专营店,北京
238,现货当天发【送好礼/Huawei/华为nova 5z新款手机官方旗舰店5z官网直降非5g全网通nova6se千元机5i荣耀nova5z,1449.00元,209人付款,连盛数码专营店,广东 深圳
239,降价促销华为honor/荣耀 荣耀30 Pro 30pro+正品v30s 5G手机nova7,2208.00元,416人付款,南南jd,广东 深圳
240,荣耀30Pro+华为手机honor/荣耀 荣耀30 Pro30S5G官方正品分期免息,2589.00元,681人付款,为人民服务666,广东 深圳
241,【88VIP专属】Mate 40 RS 保时捷设计 华为手机 华为官方旗舰店,11999.00元,1463人付款,华为官方旗舰店,广东 深圳
242,朵唯V33老人智能手机全面屏全网通4G老年机大字大声大屏待机王市官方旗舰安卓百元官网送oppo小米鼠耳机,329.00元,2539人付款,朵唯官方旗舰店,广东 深圳
243,Huawei/华为mate20pro官方正品智能4g全网通全面屏手机全新直降,1785.00元,277人付款,缤琪斯,广东 深圳
244,华为mate30epro降价HUAWEI HUAWEI Mate 30 Pro官网正品p40手机5G,3388.00元,53人付款,友铭数码通讯,上海
245,咨询优惠200元【6期免息+好礼】 Huawei/华为P40 Pro【中国移动官旗】手机直降p40 mate30pro mate40,5988.00元,178人付款,中国移动官方旗舰店,浙江 杭州
246,咨询优惠150元【6期免息+好礼】Huawei/华为P40手机【中国移动官旗】华为官方旗舰p40 p40pro mate30pro,4488.00元,568人付款,中国移动官方旗舰店,浙江 杭州
247,双11返场低至1969元/华为honor/荣耀20手机麒麟980官方旗舰店降价青春30pro新v20i正品9x系列pro二十荣耀30,1999.00元,116人付款,京联通达数码旗舰店,北京
248,【5000毫安大电池】Huawei/华为 畅享10e 智能手机超长待机大音量官方旗舰店官网正品畅想plus老人荣耀9X 9A,1059.00元,377人付款,同迅数码专营店,广东 深圳
249,华为nova7手机【直降610】官网Huawei/华为 nova 7 Pro 5G正品7se,1999.00元,139人付款,春江哥,四川 成都
250,全网通安卓5g智能手机便宜学生价oppo华为荣耀vivoSANNAING P200,479.00元,523人付款,zhanhai1988,广东 深圳
251,小米多亲ai2pro手机qin2代小爱同学小屏智能初中生戒网瘾老年老人机电信备用4g微信迷你学生儿童女款卡片,599.00元,538人付款,大和数码配件专营店,广东 深圳
252,华为nova6 se当天发货】华为/HUAWEI nova 6 SE手机官方旗舰正品7,1368.00元,130人付款,绝对诚信qq464547963,广东 深圳
253,【双11 下单直降 】HUAWEI/华为# Mate 30 Pro 5G手机官方旗舰店正品mate305G版P30mate40 Pro新款mate30e,5399.00元,28人付款,中国电信官方旗舰店,江苏 南京
254,华为麒麟810 honor/荣耀 荣耀 Play4T Pro全面游戏手机官方旗舰3,1018.00元,243人付款,有话好说liu,广东 深圳
255,【现货发/24期分期】 Huawei/华为 nova 5 Pro手机官方旗舰店直降nova5i/5g降价mate30正品p30pro,2248.00元,2730人付款,博盛景数码专营店,广东 深圳
256,【限量直降 3期免息】 Huawei/华为#nova7 Pro 5G追焦双摄曲面屏麒麟985智能手机5g中国电信官方旗舰店全网通,3699.00元,22人付款,中国电信官方旗舰店,江苏 南京
257,直降华为honor/荣耀 荣耀V30 Pro智能手机 v30 5G全新官方正品,1968.00元,130人付款,中宽通讯行,广东 深圳
258,【稀缺现货速发】Huawei/华为mate40 pro 5G手机华为官方旗舰店正品直降华为p40新品nova8现货保时捷,5099.00元,45人付款,京联通达数码旗舰店,北京
259,honor/荣耀 荣耀30青春版 5G手机30s华为荣耀30Pro荣耀x10 20青春,1488.00元,119人付款,wezebaba,广东 深圳
260,速发 华为mate30proHUAWEI Huawei Mate 30 Pro 5G版手机P40pro,4778.00元,55人付款,手机_小秘,上海
261,荣耀30pro 华为honor/荣耀 荣耀30 5G手机 荣耀30Pro+官方荣耀30s,2288.00元,45人付款,友铭数码通讯,上海
262,华为HUAWEI HUAWEI P30 PRO官网正品智能4G曲面屏全新全面屏手机,2850.00元,83人付款,缤琪斯,广东 深圳
263,直降210元【顺丰当天发】Huawei/华为 畅享Z 5G手机华为官方旗舰店官网正品畅享20pro全面屏5g新荣耀,1599.00元,487人付款,松信通手机专营店,广东 深圳
264,12+256G智能手机P40水滴屏便宜游戏学生价百元赠小米vivo华为耳机,138.00元,622人付款,伊婷数码,广东 深圳
265,新品上海中兴守护宝F20Pro学生价游戏智能手机水滴屏千百元曲面送老年人小米华为耳机骁龙865全网通5g智能机,999.00元,2022人付款,世光创展数码专营店,广东 深圳
266,Huawei/华为 p40 pro 官方旗舰正品5G全网通50倍变焦智能摄像手机,4328.00元,24人付款,yqc18,上海
